step,ΔE,ΔS,left-,left+,right-,right+,E
92,0.37706747977854604,-0.024115691148536386,34,34,36,46,-3.379917221057468
93,-0.04434178810981848,-0.08277473563422903,35,35,35,45,-3.4242590091672866
94,0.009169663201149092,0.08277473563422894,34,34,36,46,-3.4150893459661376
95,-0.0022972216422658676,-0.024115691148536386,33,33,37,47,-3.4173865676084034
96,0.0,-0.13161514989745915,32,32,38,48,-3.4173865676084034
97,0.0,0.13161514989745904,33,33,37,47,-3.4173865676084034
98,-0.0010615612285391762,0.024115691148536258,34,34,36,46,-3.4184481288369426
99,-0.01107163198766159,-0.08277473563422903,35,35,35,45,-3.429519760824604
100,-0.026914954143521186,-0.18921289984077,36,36,34,44,-3.4564347149681254
101,-0.8830907098231648,0.18921289984076997,35,35,35,45,-4.33952542479129
102,0.05541342009748007,0.08277473563422894,34,34,36,46,-4.28411200469381
103,0.0,-0.024115691148536386,33,33,37,47,-4.28411200469381
104,-0.004610254588229168,0.024115691148536258,34,34,36,46,-4.288722259282039
105,-1.478845441281635,-0.024115691148536386,33,33,37,47,-5.767567700563674
106,0.0,0.024115691148536258,34,34,36,46,-5.767567700563674
107,0.870307313379854,-0.08277473563422903,34,34,36,46,-5.767567700563674
108,0.0024498030801254345,-0.024115691148536386,33,33,37,47,-5.765117897483549
109,0.9577659323164482,0.024115691148536258,33,33,37,47,-5.765117897483549
110,0.0,-0.13161514989745915,32,32,38,48,-5.765117897483549
111,-0.004311794486142162,-0.23988573245728317,31,31,39,49,-5.769429691969691
112,0.0,-0.34909639991969965,30,30,40,50,-5.769429691969691
113,0.0,0.3490963999196997,31,31,39,49,-5.769429691969691
114,0.0022450963751623476,0.23988573245728312,32,32,38,48,-5.767184595594529
115,0.0022972216422658676,0.13161514989745904,33,33,37,47,-5.764887373952263
116,0.0,0.024115691148536258,34,34,36,46,-5.764887373952263
117,0.0,-0.08277473563422903,35,35,35,45,-5.764887373952263
118,0.0,0.08277473563422894,34,34,36,46,-5.764887373952263
119,0.0,-0.08277473563422903,35,35,35,45,-5.764887373952263
120,0.37706747977856025,0.08277473563422894,35,35,35,45,-5.764887373952263
121,0.5009530903528088,-0.18921289984077,35,35,35,45,-5.764887373952263
122,0.0,0.08277473563422894,34,34,36,46,-5.764887373952263
123,0.0,-0.024115691148536386,33,33,37,47,-5.764887373952263
124,0.0,0.024115691148536258,34,34,36,46,-5.764887373952263
125,0.0,-0.024115691148536386,33,33,37,47,-5.764887373952263
126,-0.29096571164988916,0.024115691148536258,34,34,36,46,-6.055853085602152
127,0.8830907098231648,-0.08277473563422903,34,34,36,46,-6.055853085602152
128,0.0,-0.024115691148536386,33,33,37,47,-6.055853085602152
129,0.04131638413028327,0.024115691148536258,34,34,36,46,-6.014536701471869
130,0.35792311392522436,-0.024115691148536386,33,33,37,47,-5.656613587546644
131,0.984960550785928,0.024115691148536258,34,34,36,46,-4.671653036760716
132,0.0191443658533359,-0.024115691148536386,33,33,37,47,-4.65250867090738
133,0.0,-0.13161514989745915,32,32,38,48,-4.65250867090738
134,0.0,0.13161514989745904,33,33,37,47,-4.65250867090738
135,-0.5616138839675813,-0.13161514989745915,32,32,38,48,-5.214122554874962
136,0.0,0.13161514989745904,33,33,37,47,-5.214122554874962
137,0.0,-0.13161514989745915,32,32,38,48,-5.214122554874962
138,0.0041618546943311685,0.13161514989745904,33,33,37,47,-5.2099607001806305
139,-0.026559195571906002,0.024115691148536258,34,34,36,46,-5.2365198957525365
140,0.004051308374698692,-0.08277473563422903,35,35,35,45,-5.232468587377838
141,0.0,-0.18921289984077,36,36,34,44,-5.232468587377838
142,0.0,0.18921289984076997,35,35,35,45,-5.232468587377838
143,0.0,-0.18921289984077,36,36,34,44,-5.232468587377838
144,0.0,0.18921289984076997,35,35,35,45,-5.232468587377838
145,0.0,-0.18921289984077,36,36,34,44,-5.232468587377838
146,0.0015098670457263097,0.18921289984076997,35,35,35,45,-5.2309587203321115
147,0.0,0.08277473563422894,34,34,36,46,-5.2309587203321115
148,-1.4210854715202004e-14,-0.024115691148536386,33,33,37,47,-5.230958720332126
149,0.00014993979182520434,-0.13161514989745915,32,32,38,48,-5.2308087805403005
150,0.06332081837203418,0.13161514989745904,33,33,37,47,-5.167487962168266
151,2.842170943040401e-14,0.024115691148536258,34,34,36,46,-5.167487962168238
152,0.0,-0.08277473563422903,35,35,35,45,-5.167487962168238
153,-0.01954306164620334,0.08277473563422894,34,34,36,46,-5.187031023814441
154,0.0,-0.024115691148536386,33,33,37,47,-5.187031023814441
155,0.9577659323164482,0.024115691148536258,34,34,36,46,-4.229265091497993
156,0.0,-0.024115691148536386,33,33,37,47,-4.229265091497993
157,0.0,0.024115691148536258,34,34,36,46,-4.229265091497993
158,-2.842170943040401e-14,-0.024115691148536386,33,33,37,47,-4.229265091498021
159,0.0018011581166348378,0.024115691148536258,34,34,36,46,-4.227463933381387
160,0.8830907098231648,-0.08277473563422903,34,34,36,46,-4.227463933381387
161,-0.03472990677266807,-0.08277473563422903,35,35,35,45,-4.262193840154055
162,0.0,-0.18921289984077,35,35,35,45,-4.262193840154055
163,0.29096571164988916,0.08277473563422894,34,34,36,46,-3.9712281285041655
164,0.0,-0.024115691148536386,33,33,37,47,-3.9712281285041655
165,-4.263256414560601e-14,-0.13161514989745915,32,32,38,48,-3.971228128504208
166,0.0,-0.23988573245728317,31,31,39,49,-3.971228128504208
167,0.0,0.23988573245728312,32,32,38,48,-3.971228128504208
168,1.628036487014711,0.13161514989745904,32,32,38,48,-3.971228128504208
169,0.977892350928883,0.13161514989745904,32,32,38,48,-3.971228128504208
170,0.0,0.13161514989745904,33,33,37,47,-3.971228128504208
171,0.005684302279377107,-0.13161514989745915,32,32,38,48,-3.965543826224831
172,-0.001358206542846574,-0.23988573245728317,31,31,39,49,-3.9669020327676776
173,-0.0006166103420071067,0.23988573245728312,32,32,38,48,-3.9675186431096847
174,0.0,-0.23988573245728317,31,31,39,49,-3.9675186431096847
175,0.0,0.23988573245728312,32,32,38,48,-3.9675186431096847
176,0.0,0.13161514989745904,33,33,37,47,-3.9675186431096847
177,0.0,-0.13161514989745915,32,32,38,48,-3.9675186431096847
178,-0.0872810493346492,-0.23988573245728317,31,31,39,49,-4.054799692444334
179,0.0010615612285391762,-0.34909639991969965,30,30,40,50,-4.053738131215795
180,0.04111329329806779,-0.4594246865137677,30,30,40,50,-4.053738131215795
181,0.0,-0.4594246865137677,29,29,41,51,-4.053738131215795
182,-0.008195356011952981,-0.5710586061179879,28,28,42,52,-4.061933487227748
183,0.0,-0.6841988161764544,28,28,42,52,-4.061933487227748
184,0.0006166103420071067,-0.6841988161764544,28,28,42,52,-4.061933487227748
185,-0.00558634673629399,-0.6841988161764544,27,27,43,53,-4.067519833964042
186,0.03472990677266807,-0.799061106133256,26,26,44,54,-4.032789927191374
187,0.0,-0.9158792938926257,26,26,44,54,-4.032789927191374
188,0.0,0.799061106133256,27,27,43,53,-4.032789927191374
189,-0.06943522080553066,-0.799061106133256,26,26,44,54,-4.102225147996904
190,0.0,-0.9158792938926257,26,26,44,54,-4.102225147996904
191,0.003024494231794961,0.799061106133256,27,27,43,53,-4.099200653765109
192,0.0,-0.799061106133256,27,27,43,53,-4.099200653765109
193,0.0,-0.799061106133256,27,27,43,53,-4.099200653765109
194,-0.013925419206344714,-0.799061106133256,27,27,43,53,-4.099200653765109
195,0.0,0.6841988161764544,28,28,42,52,-4.099200653765109
196,0.0,0.5710586061179879,29,29,41,51,-4.099200653765109
197,0.0,-0.5710586061179879,28,28,42,52,-4.099200653765109
198,0.0,-0.6841988161764544,28,28,42,52,-4.099200653765109
199,-0.003581468824521039,0.5710586061179879,29,29,41,51,-4.10278212258963
200,0.0769647974686336,0.4594246865137678,30,30,40,50,-4.025817325120997
201,-0.0013596743252435317,0.3490963999196997,31,31,39,49,-4.02717699944624
202,0.0,0.23988573245728312,32,32,38,48,-4.02717699944624
203,0.0,-0.23988573245728317,31,31,39,49,-4.02717699944624
204,0.0,-0.34909639991969965,31,31,39,49,-4.02717699944624
205,0.0,-0.34909639991969965,30,30,40,50,-4.02717699944624
206,0.0,0.3490963999196997,31,31,39,49,-4.02717699944624
207,0.977892350928812,0.23988573245728312,31,31,39,49,-4.02717699944624
208,0.0,-0.34909639991969965,30,30,40,50,-4.02717699944624
209,-0.011199850068521755,-0.4594246865137677,29,29,41,51,-4.038376849514762
210,0.0,-0.5710586061179879,28,28,42,52,-4.038376849514762
211,0.0,0.5710586061179879,29,29,41,51,-4.038376849514762
212,0.0,-0.5710586061179879,28,28,42,52,-4.038376849514762
213,0.06943522080553066,0.5710586061179879,29,29,41,51,-3.9689416287092314
214,0.0,-0.5710586061179879,28,28,42,52,-3.9689416287092314
215,0.0,0.5710586061179879,29,29,41,51,-3.9689416287092314
216,0.0,0.4594246865137678,30,30,40,50,-3.9689416287092314
217,0.0,0.3490963999196997,31,31,39,49,-3.9689416287092314
218,0.0,-0.34909639991969965,31,31,39,49,-3.9689416287092314
219,-0.019482236223552718,0.23988573245728312,32,32,38,48,-3.988423864932784
220,1.6342394440929695,0.13161514989745904,32,32,38,48,-3.988423864932784
221,-0.008459948660885175,0.13161514989745904,33,33,37,47,-3.9968838135936693
222,0.0,-0.13161514989745915,32,32,38,48,-3.9968838135936693
223,0.0,0.13161514989745904,33,33,37,47,-3.9968838135936693
224,0.0,0.024115691148536258,34,34,36,46,-3.9968838135936693
225,0.0,-0.08277473563422903,35,35,35,45,-3.9968838135936693
226,0.0,-0.18921289984077,36,36,34,44,-3.9968838135936693
227,0.0,0.18921289984076997,35,35,35,45,-3.9968838135936693
228,0.0,0.08277473563422894,34,34,36,46,-3.9968838135936693
229,11.006204317983816,-0.024115691148536386,34,34,36,46,-3.9968838135936693
230,0.0,-0.024115691148536386,33,33,37,47,-3.9968838135936693
231,0.0,0.024115691148536258,34,34,36,46,-3.9968838135936693
232,-0.0035804468945173085,-0.08277473563422903,35,35,35,45,-4.000464260488187
233,0.0,0.08277473563422894,34,34,36,46,-4.000464260488187
234,0.5885288381111025,-0.08277473563422903,35,35,35,45,-3.411935422377084
235,0.0,-0.18921289984077,36,36,34,44,-3.411935422377084
236,0.0,-0.2953516767335877,37,37,33,43,-3.411935422377084
237,-1.4210854715202004e-14,-0.4013413909243025,38,38,32,42,-3.4119354223770983
238,1.4210854715202004e-14,0.40134139092430243,37,37,33,43,-3.411935422377084
239,0.009178065880433905,-0.4013413909243025,38,38,32,42,-3.4027573564966502
240,1.4210854715202004e-14,0.40134139092430243,37,37,33,43,-3.402757356496636
241,0.500953090352823,-0.4013413909243025,38,38,32,42,-2.901804266143813
242,-1.4210854715202004e-14,-0.5073311051150172,39,39,31,41,-2.9018042661438272
243,1.4210854715202004e-14,0.5073311051150172,38,38,32,42,-2.901804266143813
244,-0.12124299720906606,0.40134139092430243,37,37,33,43,-3.023047263352879
245,0.0,0.2953516767335878,36,36,34,44,-3.023047263352879
246,0.0,-0.2953516767335877,37,37,33,43,-3.023047263352879
247,0.0,0.2953516767335878,36,36,34,44,-3.023047263352879
248,-0.009450459973237457,0.18921289984076997,35,35,35,45,-3.0324977233261166
249,0.011922927110049386,0.08277473563422894,34,34,36,46,-3.020574796216067
250,0.0,-0.024115691148536386,33,33,37,47,-3.020574796216067
251,0.0,-0.13161514989745915,33,33,37,47,-3.020574796216067
252,0.0,-0.13161514989745915,32,32,38,48,-3.020574796216067
253,0.0,0.13161514989745904,33,33,37,47,-3.020574796216067
254,-0.005091799662267249,-0.13161514989745915,32,32,38,48,-3.0256665958783344
255,0.8830907098231648,0.13161514989745904,32,32,38,48,-3.0256665958783344
256,0.0,0.13161514989745904,33,33,37,47,-3.0256665958783344
257,7.191152517488405,-0.13161514989745915,33,33,37,47,-3.0256665958783344
258,0.0,0.024115691148536258,34,34,36,46,-3.0256665958783344
259,0.0,-0.08277473563422903,35,35,35,45,-3.0256665958783344
260,-1.4210854715202004e-14,-0.18921289984077,36,36,34,44,-3.0256665958783486
261,0.0,-0.2953516767335877,37,37,33,43,-3.0256665958783486
262,0.0,-0.4013413909243025,38,38,32,42,-3.0256665958783486
263,0.0,-0.5073311051150172,39,39,31,41,-3.0256665958783486
264,0.0,0.5073311051150172,38,38,32,42,-3.0256665958783486
265,0.0013582065428607848,-0.5073311051150172,38,38,32,42,-3.0256665958783486
266,0.12124299720905185,-0.5073311051150172,39,39,31,41,-2.904423598669297
267,-0.0062758722100966224,-0.6134698820078348,39,39,31,41,-2.904423598669297
268,-0.017871817743383644,0.5073311051150172,38,38,32,42,-2.9222954164126804
269,0.0019747935805156658,0.40134139092430243,37,37,33,43,-2.9203206228321648
270,1.6271274949504573,-0.4013413909243025,37,37,33,43,-2.9203206228321648
271,0.0,-0.4013413909243025,38,38,32,42,-2.9203206228321648
272,0.9778923509288404,-0.5073311051150172,38,38,32,42,-2.9203206228321648
273,0.009450459973223246,-0.5073311051150172,39,39,31,41,-2.9108701628589415
274,0.0,0.5073311051150172,38,38,32,42,-2.9108701628589415
275,0.0,-0.5073311051150172,39,39,31,41,-2.9108701628589415
276,0.0,-0.6134698820078348,39,39,31,41,-2.9108701628589415
277,-0.03821550762131665,-0.6134698820078348,39,39,31,41,-2.9108701628589415
278,-0.2007668558144502,0.5073311051150172,38,38,32,42,-3.1116370186733917
279,0.008195356011952981,-0.5073311051150172,39,39,31,41,-3.1034416626614387
280,0.0,-0.6134698820078348,39,39,31,41,-3.1034416626614387
281,0.0,0.5073311051150172,38,38,32,42,-3.1034416626614387
282,0.0,-0.5073311051150172,39,39,31,41,-3.1034416626614387
283,0.0,0.5073311051150172,38,38,32,42,-3.1034416626614387
284,0.0,-0.5073311051150172,39,39,31,41,-3.1034416626614387
285,0.8830907098231648,-0.6134698820078348,39,39,31,41,-3.1034416626614387
286,0.019482236223552718,0.5073311051150172,38,38,32,42,-3.083959426437886
287,0.0,0.40134139092430243,37,37,33,43,-3.083959426437886
288,1.6280364870146826,-0.4013413909243025,37,37,33,43,-3.083959426437886
289,0.0,-0.4013413909243025,37,37,33,43,-3.083959426437886
290,0.0013582065428607848,-0.4013413909243025,38,38,32,42,-3.0826012198950252
291,-0.8182924263204541,-0.5073311051150172,39,39,31,41,-3.9008936462154793
292,0.0,-0.6134698820078348,39,39,31,41,-3.9008936462154793
293,0.006202957078315308,-0.6134698820078348,40,40,30,40,-3.894690689137164
294,0.0,-0.719908046214376,40,40,30,40,-3.894690689137164
295,0.0,-0.719908046214376,41,41,29,39,-3.894690689137164
296,0.0,0.719908046214376,40,40,30,40,-3.894690689137164
297,0.0,-0.719908046214376,40,40,30,40,-3.894690689137164
298,0.028003010307088516,0.6134698820078347,39,39,31,41,-3.8666876788300755
299,0.0,-0.6134698820078348,40,40,30,40,-3.8666876788300755
0,0.8084112473296727,0.6134698820078347,39,39,31,41,-3.0582764315004027
1,-0.005393970086998934,-0.6134698820078348,39,39,31,41,-3.0582764315004027
2,-0.09744759326349595,0.5073311051150172,38,38,32,42,-3.1557240247638987
3,0.0,-0.5073311051150172,39,39,31,41,-3.1557240247638987
4,0.09386893826585663,0.5073311051150172,38,38,32,42,-3.061855086498042
5,0.40235874721088294,0.40134139092430243,37,37,33,43,-2.659496339287159
6,0.0401465487802426,0.2953516767335878,36,36,34,44,-2.6193497905069165
7,0.0,-0.2953516767335877,37,37,33,43,-2.6193497905069165
8,0.0,0.2953516767335878,36,36,34,44,-2.6193497905069165
9,-0.37043662213973505,-0.2953516767335877,37,37,33,43,-2.9897864126466516
10,-0.008563601532728171,0.2953516767335878,36,36,34,44,-2.9983500141793797
11,-0.006975298801137342,0.18921289984076997,35,35,35,45,-3.005325312980517
12,-0.013773413944477397,0.08277473563422894,34,34,36,46,-3.0190987269249945
13,0.0,-0.024115691148536386,33,33,37,47,-3.0190987269249945
14,0.0,-0.13161514989745915,32,32,38,48,-3.0190987269249945
15,0.0,0.13161514989745904,33,33,37,47,-3.0190987269249945
16,0.0,-0.13161514989745915,32,32,38,48,-3.0190987269249945
17,0.010923426815537596,0.13161514989745904,33,33,37,47,-3.008175300109457
18,0.006473285051313837,-0.13161514989745915,32,32,38,48,-3.001702015058143
19,-0.8348627121910965,-0.23988573245728317,31,31,39,49,-3.8365647272492396
20,0.0,-0.34909639991969965,30,30,40,50,-3.8365647272492396
21,0.0,-0.4594246865137677,29,29,41,51,-3.8365647272492396
22,0.0,0.4594246865137678,30,30,40,50,-3.8365647272492396
23,0.0,-0.4594246865137677,29,29,41,51,-3.8365647272492396
24,0.0,-0.5710586061179879,28,28,42,52,-3.8365647272492396
25,-0.0009009277096652113,-0.6841988161764544,27,27,43,53,-3.837465654958905
26,-3.34296857715799e-05,-0.799061106133256,26,26,44,54,-3.8374990846446764
27,0.04000763421321096,-0.9158792938926257,26,26,44,54,-3.8374990846446764
28,0.6510362968384413,0.799061106133256,27,27,43,53,-3.186462787806235
29,0.0,0.6841988161764544,28,28,42,52,-3.186462787806235
30,0.0,-0.6841988161764544,28,28,42,52,-3.186462787806235
31,0.0,0.5710586061179879,29,29,41,51,-3.186462787806235
32,0.0,-0.5710586061179879,28,28,42,52,-3.186462787806235
33,0.0,-0.6841988161764544,27,27,43,53,-3.186462787806235
34,0.000900927709693633,0.6841988161764544,28,28,42,52,-3.1855618600965414
35,0.37043662213974926,-0.6841988161764544,28,28,42,52,-3.1855618600965414
36,0.0,-0.6841988161764544,27,27,43,53,-3.1855618600965414
37,0.0,0.6841988161764544,28,28,42,52,-3.1855618600965414
38,0.0,0.5710586061179879,29,29,41,51,-3.1855618600965414
39,0.6256124422896079,0.4594246865137678,30,30,40,50,-2.5599494178069335
40,-0.01578840552625138,-0.4594246865137677,30,30,40,50,-2.5599494178069335
41,-0.02620891721127805,-0.4594246865137677,30,30,40,50,-2.5599494178069335
42,0.0,-0.4594246865137677,29,29,41,51,-2.5599494178069335
43,0.03051969327010795,-0.5710586061179879,29,29,41,51,-2.5599494178069335
44,0.0,0.4594246865137678,30,30,40,50,-2.5599494178069335
45,0.0,-0.4594246865137677,29,29,41,51,-2.5599494178069335
46,0.0,0.4594246865137678,30,30,40,50,-2.5599494178069335
47,-0.0008273497108177708,-0.4594246865137677,29,29,41,51,-2.5607767675177513
48,-0.6622343113186133,0.4594246865137678,30,30,40,50,-3.2230110788363646
49,0.8348627121910681,0.3490963999196997,30,30,40,50,-3.2230110788363646
50,0.050124515503455314,-0.4594246865137677,30,30,40,50,-3.2230110788363646
51,0.0,-0.4594246865137677,29,29,41,51,-3.2230110788363646
52,0.03051969327010795,-0.5710586061179879,29,29,41,51,-3.2230110788363646
53,0.028278854084220484,-0.5710586061179879,28,28,42,52,-3.194732224752144
54,0.0,0.5710586061179879,29,29,41,51,-3.194732224752144
55,0.0008273497108177708,0.4594246865137678,30,30,40,50,-3.1939048750413264
56,0.0,0.3490963999196997,31,31,39,49,-3.1939048750413264
57,-0.0070866032999532536,0.23988573245728312,32,32,38,48,-3.2009914783412796
58,0.004194663650110897,0.13161514989745904,33,33,37,47,-3.1967968146911687
59,-0.0018987052220609257,-0.13161514989745915,32,32,38,48,-3.1986955199132296
60,0.0,-0.23988573245728317,31,31,39,49,-3.1986955199132296
61,0.0,-0.34909639991969965,30,30,40,50,-3.1986955199132296
62,0.04000763421321096,-0.4594246865137677,30,30,40,50,-3.1986955199132296
63,0.3455773523600101,-0.4594246865137677,30,30,40,50,-3.1986955199132296
64,0.04000763421321096,-0.4594246865137677,29,29,41,51,-3.1586878857000187
65,-0.3663241370319099,0.4594246865137678,30,30,40,50,-3.5250120227319286
66,-0.05254788394515231,-0.4594246865137677,29,29,41,51,-3.577559906677081
67,-0.010026910459828287,0.4594246865137678,30,30,40,50,-3.587586817136909
68,0.8367614174131575,0.3490963999196997,30,30,40,50,-3.587586817136909
69,0.035360051312693486,-0.4594246865137677,29,29,41,51,-3.5522267658242157
70,0.023012315226253577,-0.5710586061179879,28,28,42,52,-3.529214450597962
71,0.1591361327870402,0.5710586061179879,29,29,41,51,-3.370078317810922
72,0.0,-0.5710586061179879,28,28,42,52,-3.370078317810922
73,0.0,0.5710586061179879,29,29,41,51,-3.370078317810922
74,0.331627126553073,-0.5710586061179879,28,28,42,52,-3.038451191257849
75,-0.18728382365233642,0.5710586061179879,29,29,41,51,-3.2257350149101853
76,0.0018987052220609257,0.4594246865137678,30,30,40,50,-3.2238363096881244
77,0.0,0.3490963999196997,31,31,39,49,-3.2238363096881244
78,0.03705646087757941,0.23988573245728312,32,32,38,48,-3.186779848810545
79,1.03270436314412,-0.23988573245728317,32,32,38,48,-3.186779848810545
80,0.0070866032999532536,-0.23988573245728317,31,31,39,49,-3.1796932455105917
81,0.0,0.23988573245728312,32,32,38,48,-3.1796932455105917
82,0.0,-0.23988573245728317,31,31,39,49,-3.1796932455105917
83,0.0,-0.34909639991969965,30,30,40,50,-3.1796932455105917
84,0.0,0.3490963999196997,31,31,39,49,-3.1796932455105917
85,0.0,-0.34909639991969965,30,30,40,50,-3.1796932455105917
86,0.3665053789957682,-0.4594246865137677,29,29,41,51,-2.8131878665148236
87,0.0,0.4594246865137678,30,30,40,50,-2.8131878665148236
88,0.0,-0.4594246865137677,30,30,40,50,-2.8131878665148236
