step,ΔE,ΔS,left-,left+,right-,right+,E
103,2.2053830068126103,0.16970309283474347,31,31,39,49,-172.1366364400359
104,6.196716277672124,0.06049242537232709,31,31,39,49,-172.1366364400359
105,6.87061351696147,-0.16970309283474322,31,31,39,49,-172.1366364400359
106,12.281292743587358,0.06049242537232709,31,31,39,49,-172.1366364400359
107,6.029689342667979,0.06049242537232709,31,31,39,49,-172.1366364400359
108,3.69941148525362,-0.16970309283474322,31,31,39,49,-172.1366364400359
109,7.489905253231825,-0.16970309283474322,31,31,39,49,-172.1366364400359
110,0.5813765736410801,-0.16970309283474322,31,31,39,49,-172.1366364400359
111,3.5406566293024184,0.06049242537232709,31,31,39,49,-172.1366364400359
112,2.7231266209790874,-0.16970309283474322,31,31,39,49,-172.1366364400359
113,1.4718347405672603,-0.16970309283474322,31,31,39,49,-172.1366364400359
114,2.2690186233737677,-0.16970309283474322,31,31,39,49,-172.1366364400359
115,2.3512732589590826,-0.16970309283474322,31,31,39,49,-172.1366364400359
116,7.333406424162888,0.06049242537232709,31,31,39,49,-172.1366364400359
117,1.6325050003137562,0.06049242537232709,31,31,39,49,-172.1366364400359
118,0.3643960548477594,0.06049242537232709,30,30,40,50,-171.77224038518813
119,-1.0703990304539843,-0.04983586122174109,29,29,41,51,-172.8426394156421
120,3.163684530169263,0.049835861221741454,29,29,41,51,-172.8426394156421
121,3.6723191826791037,-0.16146978082596117,29,29,41,51,-172.8426394156421
122,0.12179412907892129,0.049835861221741454,30,30,40,50,-172.7208452865632
123,16.788057271880803,-0.04983586122174109,30,30,40,50,-172.7208452865632
124,4.8613967656861234,-0.060492425372326665,30,30,40,50,-172.7208452865632
125,0.2958223098464714,-0.060492425372326665,31,31,39,49,-172.42502297671672
126,6.77097564276778,0.06049242537232709,31,31,39,49,-172.42502297671672
127,5.063360436858204,0.06049242537232709,31,31,39,49,-172.42502297671672
128,2.273490596595309,-0.16970309283474322,31,31,39,49,-172.42502297671672
129,1.4738049892804952,0.06049242537232709,31,31,39,49,-172.42502297671672
130,3.7870692241036465,0.06049242537232709,31,31,39,49,-172.42502297671672
131,0.4916451877351733,-0.16970309283474322,32,32,38,48,-171.93337778898155
132,3.6519825616479693,-0.27797367539456724,32,32,38,48,-171.93337778898155
133,6.719014514939005,0.16970309283474347,32,32,38,48,-171.93337778898155
134,11.355302224850817,0.16970309283474347,32,32,38,48,-171.93337778898155
135,4.271932750881803,-0.27797367539456724,32,32,38,48,-171.93337778898155
136,1.2273753101627563,-0.27797367539456724,32,32,38,48,-171.93337778898155
137,4.852446445437806,0.16970309283474347,32,32,38,48,-171.93337778898155
138,6.783667143700939,0.16970309283474347,32,32,38,48,-171.93337778898155
139,-0.14197649739520557,0.16970309283474347,31,31,39,49,-172.07535428637675
140,6.0488446454572795,0.06049242537232709,31,31,39,49,-172.07535428637675
141,9.237057912554747,0.06049242537232709,31,31,39,49,-172.07535428637675
142,0.41748164220234685,-0.16970309283474322,31,31,39,49,-172.07535428637675
143,9.275694276017276,0.06049242537232709,31,31,39,49,-172.07535428637675
144,4.602607461667134,-0.16970309283474322,31,31,39,49,-172.07535428637675
145,1.2660682063803108,-0.16970309283474322,32,32,38,48,-170.80928607999644
146,8.269118728614473,-0.27797367539456724,32,32,38,48,-170.80928607999644
147,5.129953675424019,0.16970309283474347,32,32,38,48,-170.80928607999644
148,-0.7322770204285405,-0.27797367539456724,33,33,37,47,-171.54156310042498
149,7.866552347307561,0.2779736753945676,33,33,37,47,-171.54156310042498
150,9.73306244073757,0.2779736753945676,33,33,37,47,-171.54156310042498
151,3.408476591801218,0.2779736753945676,33,33,37,47,-171.54156310042498
152,4.352840632451461,-0.38547313414349,33,33,37,47,-171.54156310042498
153,3.8357592107704477,-0.38547313414349,33,33,37,47,-171.54156310042498
154,7.3984484809830064,0.2779736753945676,33,33,37,47,-171.54156310042498
155,7.955412265132736,0.2779736753945676,33,33,37,47,-171.54156310042498
156,2.309278398075662,-0.38547313414349,33,33,37,47,-171.54156310042498
157,8.655143591165398,0.2779736753945676,33,33,37,47,-171.54156310042498
158,11.30408917871523,-0.38547313414349,33,33,37,47,-171.54156310042498
159,4.029963455037773,-0.38547313414349,33,33,37,47,-171.54156310042498
160,1.3751683202711433,-0.38547313414349,33,33,37,47,-171.54156310042498
161,4.04375878756656,0.2779736753945676,33,33,37,47,-171.54156310042498
162,2.852126087238105,-0.38547313414349,33,33,37,47,-171.54156310042498
163,2.056592223787277,-0.38547313414349,33,33,37,47,-171.54156310042498
164,4.42779970820402,0.2779736753945676,33,33,37,47,-171.54156310042498
165,0.4591079607125721,-0.38547313414349,33,33,37,47,-171.54156310042498
166,2.999196286523926,0.2779736753945676,33,33,37,47,-171.54156310042498
167,5.670018987297027,0.2779736753945676,33,33,37,47,-171.54156310042498
168,6.076537486475274,0.2779736753945676,33,33,37,47,-171.54156310042498
169,-0.9467007856906093,0.2779736753945676,32,32,38,48,-172.4882638861156
170,2.950013325167049,0.16970309283474347,32,32,38,48,-172.4882638861156
171,1.9641496470265452,0.16970309283474347,32,32,38,48,-172.4882638861156
172,6.9032044000803126,-0.27797367539456724,32,32,38,48,-172.4882638861156
173,-0.6897716785140346,-0.27797367539456724,33,33,37,47,-173.17803556462962
174,5.023062556009535,-0.38547313414349,33,33,37,47,-173.17803556462962
175,1.7293814002699435,-0.38547313414349,33,33,37,47,-173.17803556462962
176,4.859216231011828,-0.38547313414349,33,33,37,47,-173.17803556462962
177,-1.461644106504366,-0.38547313414349,34,34,36,46,-174.639679671134
178,6.374666524166628,-0.4923635609262553,34,34,36,46,-174.639679671134
179,8.543162737861678,-0.4923635609262553,34,34,36,46,-174.639679671134
180,6.8145962626715,0.38547313414349027,34,34,36,46,-174.639679671134
181,5.947863311258175,0.38547313414349027,34,34,36,46,-174.639679671134
182,1.539317530565171,0.38547313414349027,34,34,36,46,-174.639679671134
183,2.361277191629142,0.38547313414349027,34,34,36,46,-174.639679671134
184,2.1949466083620734,-0.4923635609262553,34,34,36,46,-174.639679671134
185,3.6484802454110934,-0.4923635609262553,34,34,36,46,-174.639679671134
186,4.424558274210597,0.38547313414349027,34,34,36,46,-174.639679671134
187,0.9261145727033977,0.38547313414349027,33,33,37,47,-173.7135650984306
188,3.033580056298888,-0.38547313414349,34,34,36,46,-170.6799850421317
189,7.21437082207234,-0.4923635609262553,34,34,36,46,-170.6799850421317
190,2.5948858608873593,-0.4923635609262553,34,34,36,46,-170.6799850421317
191,7.633641298714565,0.38547313414349027,34,34,36,46,-170.6799850421317
192,11.502513700080044,-0.4923635609262553,34,34,36,46,-170.6799850421317
193,8.481155200721588,0.38547313414349027,34,34,36,46,-170.6799850421317
194,3.1973560537851995,-0.4923635609262553,34,34,36,46,-170.6799850421317
195,3.4646227536640026,0.38547313414349027,34,34,36,46,-170.6799850421317
196,2.8410094716610956,0.38547313414349027,34,34,36,46,-170.6799850421317
197,0.6691502518461903,0.38547313414349027,33,33,37,47,-170.01083479028551
198,0.04499438810600509,-0.38547313414349,34,34,36,46,-169.9658404021795
199,-1.1562322685062156,-0.4923635609262553,35,35,35,45,-171.12207267068572
200,-1.1660650704186537,-0.5988017251327965,36,36,34,44,-172.28813774110438
201,1.9810220670011631,-0.7049405020256142,36,36,34,44,-172.28813774110438
202,0.8946176747588197,-0.7049405020256142,36,36,34,44,-172.28813774110438
203,8.08047777399517,-0.7049405020256142,36,36,34,44,-172.28813774110438
204,10.265297197746207,0.5988017251327967,36,36,34,44,-172.28813774110438
205,3.0088688191943334,-0.7049405020256142,36,36,34,44,-172.28813774110438
206,0.884403800216262,0.5988017251327967,35,35,35,45,-171.40373394088812
207,2.0818996118889004,-0.5988017251327965,35,35,35,45,-171.40373394088812
208,5.814036174123089,0.49236356092625555,35,35,35,45,-171.40373394088812
209,2.6517750237031805,0.49236356092625555,35,35,35,45,-171.40373394088812
210,0.7425078014364601,-0.5988017251327965,36,36,34,44,-170.66122613945166
211,-2.555301627086095,0.5988017251327967,35,35,35,45,-173.21652776653775
212,3.415442453376386,-0.5988017251327965,35,35,35,45,-173.21652776653775
213,-0.9212926234959014,0.49236356092625555,34,34,36,46,-174.13782039003365
214,9.246493485113945,0.38547313414349027,34,34,36,46,-174.13782039003365
215,4.614881916467908,0.38547313414349027,34,34,36,46,-174.13782039003365
216,176.0256978620853,-0.4923635609262553,34,34,36,46,-174.13782039003365
217,2.5100297335581274,-0.4923635609262553,34,34,36,46,-174.13782039003365
218,-0.8497861813992813,0.38547313414349027,33,33,37,47,-174.98760657143293
219,2.8333113548919187,-0.38547313414349,34,34,36,46,-172.15429521654102
220,3.244180906600434,-0.4923635609262553,34,34,36,46,-172.15429521654102
221,2.227517462011633,-0.4923635609262553,34,34,36,46,-172.15429521654102
222,1.5207390447934017,0.38547313414349027,34,34,36,46,-172.15429521654102
223,-1.112782628554612,0.38547313414349027,33,33,37,47,-173.26707784509563
224,6.4678996480723185,-0.38547313414349,33,33,37,47,-173.26707784509563
225,-1.3841930468521468,-0.38547313414349,34,34,36,46,-174.65127089194777
226,9.511921673392294,0.38547313414349027,34,34,36,46,-174.65127089194777
227,8.881287275635941,0.38547313414349027,34,34,36,46,-174.65127089194777
228,1.4848210439196805,0.38547313414349027,33,33,37,47,-173.1664498480281
229,2.2205732915367093,0.2779736753945676,33,33,37,47,-173.1664498480281
230,0.6116583557268314,-0.38547313414349,33,33,37,47,-173.1664498480281
231,1.266109867023772,0.2779736753945676,32,32,38,48,-171.90033998100432
232,2.92005153630501,-0.27797367539456724,32,32,38,48,-171.90033998100432
233,2.4204545790489647,-0.27797367539456724,33,33,37,47,-169.47988540195536
234,3.025642805104866,-0.38547313414349,33,33,37,47,-169.47988540195536
235,1.596834595504788,0.2779736753945676,32,32,38,48,-167.88305080645057
236,1.1243069099116383,0.16970309283474347,32,32,38,48,-167.88305080645057
237,2.383611142879829,-0.27797367539456724,32,32,38,48,-167.88305080645057
238,1.593805757401583,-0.27797367539456724,32,32,38,48,-167.88305080645057
239,3.0762446952263076,-0.27797367539456724,32,32,38,48,-167.88305080645057
240,5.621386475180373,-0.27797367539456724,32,32,38,48,-167.88305080645057
241,2.189968427547228,0.16970309283474347,32,32,38,48,-167.88305080645057
242,8.54220420358601,-0.27797367539456724,32,32,38,48,-167.88305080645057
243,2.3790811828613982,0.16970309283474347,32,32,38,48,-167.88305080645057
244,-0.4264231433362795,0.16970309283474347,31,31,39,49,-168.30947394978685
245,1.00754156705122,0.06049242537232709,30,30,40,50,-167.30193238273563
246,8.358745754440577,-0.04983586122174109,30,30,40,50,-167.30193238273563
247,2.972777746681629,-0.060492425372326665,30,30,40,50,-167.30193238273563
248,5.123395664330417,-0.04983586122174109,30,30,40,50,-167.30193238273563
249,5.562809264260409,-0.060492425372326665,30,30,40,50,-167.30193238273563
250,0.29983663129303295,-0.04983586122174109,29,29,41,51,-167.0020957514426
251,4.307804879119459,-0.16146978082596117,29,29,41,51,-167.0020957514426
252,0.6878339460059806,0.049835861221741454,29,29,41,51,-167.0020957514426
253,2352281757.764723,0.049835861221741454,29,29,41,51,-167.0020957514426
254,2.154231729579692,-0.16146978082596117,29,29,41,51,-167.0020957514426
255,3.215179182850136,0.049835861221741454,29,29,41,51,-167.0020957514426
256,-0.46430876788841147,0.049835861221741454,30,30,40,50,-167.466404519331
257,2.9415087542719505,-0.060492425372326665,30,30,40,50,-167.466404519331
258,3.250492052306271,-0.04983586122174109,30,30,40,50,-167.466404519331
259,2.3477213642476897,-0.04983586122174109,30,30,40,50,-167.466404519331
260,2.1546911318493756,-0.060492425372326665,30,30,40,50,-167.466404519331
261,-1.0249543414043671,-0.04983586122174109,29,29,41,51,-168.49135886073537
262,7.792130181319237,-0.16146978082596117,29,29,41,51,-168.49135886073537
263,2.9131534481343238,0.049835861221741454,29,29,41,51,-168.49135886073537
264,8.69052075566708,-0.16146978082596117,29,29,41,51,-168.49135886073537
265,4.969550685947951,0.049835861221741454,29,29,41,51,-168.49135886073537
266,-1.906632463730773,-0.16146978082596117,28,28,42,52,-170.39799132446615
267,8.830291123908154,-0.2746099908844278,28,28,42,52,-170.39799132446615
268,2.0465959954699997,0.16146978082596147,28,28,42,52,-170.39799132446615
269,4.106985171867279,0.16146978082596147,28,28,42,52,-170.39799132446615
270,3.698649762405438,-0.2746099908844278,28,28,42,52,-170.39799132446615
271,0.16370834577602977,0.16146978082596147,29,29,41,51,-170.23428297869012
272,-1.6209975798579137,-0.16146978082596117,28,28,42,52,-171.85528055854803
273,-3.473703094077422,-0.2746099908844278,27,27,43,53,-175.32898365262545
274,1.7375736254395235,0.27460999088442806,27,27,43,53,-175.32898365262545
275,1.6638857669941842,-0.38947228084122926,27,27,43,53,-175.32898365262545
276,2.0576443291004978,0.27460999088442806,28,28,42,52,-173.27133932352496
277,6.41521943122018,-0.2746099908844278,28,28,42,52,-173.27133932352496
278,-1.4080558552839193,0.16146978082596147,29,29,41,51,-174.67939517880887
279,2.0218659704982542,-0.16146978082596117,29,29,41,51,-174.67939517880887
280,4.619242002697575,0.049835861221741454,29,29,41,51,-174.67939517880887
281,0.5776405408043388,-0.16146978082596117,28,28,42,52,-174.10175463800454
282,4.3609283799270315,0.16146978082596147,28,28,42,52,-174.10175463800454
283,0.169005844609444,0.16146978082596147,29,29,41,51,-173.9327487933951
284,10.866454527550019,-0.16146978082596117,29,29,41,51,-173.9327487933951
285,1.1496242157566599,-0.16146978082596117,28,28,42,52,-172.78312457763843
286,4.0101538379776684,0.16146978082596147,28,28,42,52,-172.78312457763843
287,-1.4394242093576395,0.16146978082596147,29,29,41,51,-174.22254878699607
288,2.852296143225857,-0.16146978082596117,29,29,41,51,-174.22254878699607
289,2.0228008233480352,0.049835861221741454,29,29,41,51,-174.22254878699607
290,-1.2451110695442367,0.049835861221741454,30,30,40,50,-175.4676598565403
291,-1.379728388295348,-0.060492425372326665,31,31,39,49,-176.84738824483566
292,7.692091275422399,-0.16970309283474322,31,31,39,49,-176.84738824483566
293,1.2457855742858612,-0.16970309283474322,31,31,39,49,-176.84738824483566
294,8.78111135495493,-0.16970309283474322,31,31,39,49,-176.84738824483566
295,6.014170643410353,0.06049242537232709,31,31,39,49,-176.84738824483566
296,10.274691473288158,0.06049242537232709,31,31,39,49,-176.84738824483566
297,-0.2334868235454053,-0.16970309283474322,32,32,38,48,-177.08087506838106
298,7.544101059988378,0.16970309283474347,32,32,38,48,-177.08087506838106
299,4.535535150737417,0.16970309283474347,32,32,38,48,-177.08087506838106
0,-92.59860818963958,0.16970309283474347,31,31,39,49,-269.67948325802064
1,7.379536637334752,-0.16970309283474322,31,31,39,49,-269.67948325802064
2,4.01150281900118,0.06049242537232709,31,31,39,49,-269.67948325802064
3,7.496433176240771,0.06049242537232709,31,31,39,49,-269.67948325802064
4,13.55094367516017,-0.16970309283474322,31,31,39,49,-269.67948325802064
5,10.029989548516994,-0.16970309283474322,31,31,39,49,-269.67948325802064
6,-1.6478089046551077,0.06049242537232709,30,30,40,50,-271.32729216267575
7,3.203372867925566,-0.060492425372326665,30,30,40,50,-271.32729216267575
8,4.883429523526047,-0.060492425372326665,30,30,40,50,-271.32729216267575
9,6.871807157936644,-0.04983586122174109,30,30,40,50,-271.32729216267575
10,8.754964506316867,-0.060492425372326665,30,30,40,50,-271.32729216267575
11,8.864384519884936,-0.060492425372326665,30,30,40,50,-271.32729216267575
12,4.200767982441391,-0.060492425372326665,30,30,40,50,-271.32729216267575
13,6.732100122532529,-0.060492425372326665,30,30,40,50,-271.32729216267575
14,8.753220142083535,-0.04983586122174109,30,30,40,50,-271.32729216267575
15,8.777336923932921,-0.04983586122174109,30,30,40,50,-271.32729216267575
16,7.8187098172200535,-0.060492425372326665,30,30,40,50,-271.32729216267575
17,3.710476664101691,-0.04983586122174109,30,30,40,50,-271.32729216267575
18,1.4990646424831766,-0.04983586122174109,30,30,40,50,-271.32729216267575
19,6.129903729763271,-0.060492425372326665,30,30,40,50,-271.32729216267575
20,6.5768469556844025,-0.060492425372326665,30,30,40,50,-271.32729216267575
21,3.933315661376639,-0.04983586122174109,30,30,40,50,-271.32729216267575
22,2.546485357227027,-0.04983586122174109,30,30,40,50,-271.32729216267575
23,4.583440002197165,-0.04983586122174109,30,30,40,50,-271.32729216267575
24,2.554147434654908,-0.060492425372326665,30,30,40,50,-271.32729216267575
25,8.51905466708655,-0.060492425372326665,30,30,40,50,-271.32729216267575
26,3.9022668795240065,-0.060492425372326665,30,30,40,50,-271.32729216267575
27,1.0151546223293622,-0.04983586122174109,29,29,41,51,-270.3121375403464
28,9.847439462731472,0.049835861221741454,29,29,41,51,-270.3121375403464
29,3.0456885237269944,0.049835861221741454,29,29,41,51,-270.3121375403464
30,8.59524343236609,0.049835861221741454,29,29,41,51,-270.3121375403464
31,9.37208540861593,-0.16146978082596117,29,29,41,51,-270.3121375403464
32,-0.8581975786835869,0.049835861221741454,30,30,40,50,-271.17033511902997
33,5.444941145398673,-0.04983586122174109,30,30,40,50,-271.17033511902997
34,5.7651116358491095,-0.060492425372326665,30,30,40,50,-271.17033511902997
35,-1.0054781056365982,-0.04983586122174109,29,29,41,51,-272.17581322466657
36,12.768373763825196,0.049835861221741454,29,29,41,51,-272.17581322466657
37,1.0641958566936296,0.049835861221741454,30,30,40,50,-271.11161736797294
38,3.856649045103893,-0.060492425372326665,30,30,40,50,-271.11161736797294
39,4.842573732762901,-0.04983586122174109,30,30,40,50,-271.11161736797294
40,1.59372924882706,-0.04983586122174109,30,30,40,50,-271.11161736797294
41,-2.7096867484656286,-0.060492425372326665,31,31,39,49,-273.82130411643857
42,6.9192977965608975,-0.16970309283474322,31,31,39,49,-273.82130411643857
43,8.87047436458289,-0.16970309283474322,31,31,39,49,-273.82130411643857
44,2.8686291594399336,0.06049242537232709,31,31,39,49,-273.82130411643857
45,11.944340170953126,0.06049242537232709,31,31,39,49,-273.82130411643857
46,5.134215677847237,-0.16970309283474322,31,31,39,49,-273.82130411643857
47,16.391205792215146,0.06049242537232709,31,31,39,49,-273.82130411643857
48,3.1401258856332106,0.06049242537232709,31,31,39,49,-273.82130411643857
49,1.5442207383423465,0.06049242537232709,31,31,39,49,-273.82130411643857
50,6.657573707914935,-0.16970309283474322,31,31,39,49,-273.82130411643857
51,5.019094122243871,-0.16970309283474322,31,31,39,49,-273.82130411643857
52,0.5111332515057256,0.06049242537232709,31,31,39,49,-273.82130411643857
53,2.895824082704621,-0.16970309283474322,31,31,39,49,-273.82130411643857
54,6.5187899932703885,-0.16970309283474322,31,31,39,49,-273.82130411643857
55,10.557852385114302,-0.16970309283474322,31,31,39,49,-273.82130411643857
56,3.9715759359747835,0.06049242537232709,31,31,39,49,-273.82130411643857
57,2.2394758825795975,-0.16970309283474322,31,31,39,49,-273.82130411643857
58,8.743606385524458,0.06049242537232709,31,31,39,49,-273.82130411643857
59,8.597564842610325,0.06049242537232709,31,31,39,49,-273.82130411643857
60,10.995436799802462,0.06049242537232709,31,31,39,49,-273.82130411643857
61,356.19016587410204,-0.16970309283474322,31,31,39,49,-273.82130411643857
62,1.5620182957898692,-0.16970309283474322,31,31,39,49,-273.82130411643857
63,8.966268411866452,0.06049242537232709,31,31,39,49,-273.82130411643857
64,0.19469516010730104,0.06049242537232709,30,30,40,50,-273.62660895633127
65,11.235402862160015,-0.04983586122174109,30,30,40,50,-273.62660895633127
66,5.024339230860107,-0.060492425372326665,30,30,40,50,-273.62660895633127
67,13.59468180853247,-0.04983586122174109,30,30,40,50,-273.62660895633127
68,7.697871783442906,-0.060492425372326665,30,30,40,50,-273.62660895633127
69,4.174541675697128,-0.04983586122174109,30,30,40,50,-273.62660895633127
70,5.956646176318657,-0.060492425372326665,30,30,40,50,-273.62660895633127
71,6.932710901527685,-0.060492425372326665,30,30,40,50,-273.62660895633127
72,5.0872873534670475,-0.060492425372326665,30,30,40,50,-273.62660895633127
73,0.756478384534546,-0.060492425372326665,31,31,39,49,-272.8701305717967
74,8.859186388366595,-0.16970309283474322,31,31,39,49,-272.8701305717967
75,0.45598189362493713,-0.16970309283474322,31,31,39,49,-272.8701305717967
